id,date,pageviews,unique_visitors,analyses_run,unique_domains_analyzed,referrer_sources,top_pages,created_at,updated_at
3896,2026-03-04,5,1,0,0,{},"{""/"": 5}",2026-03-04 17:16:22.99631,2026-03-04 17:24:22.814199
